emp_no,first_name,last_name,title,from_date,to_date
455382,Junichi,Heyers,Technique Leader,1985-09-25,9999-01-01
455523,Yolla,Heering,Senior Staff,1985-11-26,9999-01-01
455530,Bernt,Schaar,Staff,1985-05-29,1993-05-29
455537,Jackson,Rassart,Staff,1985-10-24,1990-10-24
455543,Cordelia,Edelhoff,Staff,1985-09-25,1991-09-25
455580,Jungsoon,Mansanne,Engineer,1985-09-05,1992-09-05
455633,Duangkaew,Pelc,Engineer,1985-08-25,1986-09-28
455635,Bodh,Erni,Staff,1985-08-17,1992-08-17
455672,Shin,Itzigehl,Assistant Engineer,1985-11-27,1991-11-27
455772,Radhia,Neimat,Engineer,1985-12-24,1991-12-24
455796,Fumiya,Gecsei,Senior Engineer,1985-08-25,9999-01-01
455803,Mart,Ginneken,Engineer,1985-12-12,1993-12-12
455891,Jinpo,Doering,Engineer,1985-07-03,1992-07-03
455925,Goa,Stenning,Staff,1985-06-21,1992-06-21
455943,Otmar,Dredge,Staff,1985-12-05,1991-12-05
455994,Almudena,Brizzi,Engineer,1985-05-08,1991-05-08
456020,Gill,Alencar,Senior Staff,1985-09-16,9999-01-01
456086,Toshiko,Leaver,Engineer,1985-02-13,1990-03-22
456125,Yagil,Matzel,Engineer,1985-11-04,1991-11-04
456127,Hatim,Varley,Technique Leader,1985-12-11,2000-12-05
456165,Weiye,Norsworthy,Staff,1985-03-26,1993-03-26
456202,Stevo,Maksimenko,Staff,1985-08-02,1994-08-02
456248,Candido,Peroz,Staff,1985-12-04,1990-12-04
456389,Yonghoan,Hiraishi,Engineer,1985-12-09,1993-12-09
456406,Przemyslawa,Cyne,Senior Engineer,1985-07-23,9999-01-01
456457,Irene,Berendt,Staff,1985-03-05,1993-03-05
456492,Shay,Zeleznik,Staff,1985-07-29,1992-07-29
456518,Zhenhua,Thummel,Engineer,1985-06-20,1993-06-20
456529,Christfried,Swift,Engineer,1985-06-13,1993-06-13
456544,Shin,Lovengreen,Staff,1985-11-15,1993-11-15
456581,Quingbo,Kuhnemann,Staff,1985-10-30,1990-10-30
456646,Luisa,Suwa,Assistant Engineer,1985-02-12,1990-02-12
456651,Behnaam,Camurati,Staff,1985-03-14,1990-03-14
456725,Behnaam,Compeau,Engineer,1985-11-20,1990-11-20
456777,Mitchel,Viele,Staff,1985-08-19,1994-08-19
456789,Poornachandra,Chandrasekhar,Senior Staff,1985-07-21,9999-01-01
456907,Berry,Nyrup,Senior Engineer,1985-11-17,1990-03-06
456955,Nectarios,Zaiane,Engineer,1985-08-24,1991-08-24
457090,Jordanka,Schlenzig,Staff,1985-06-06,1990-06-06
457097,Jaroslava,Stassinopoulos,Engineer,1985-07-29,1990-07-29
457099,Zito,Theuretzbacher,Staff,1985-04-17,1990-04-17
457100,Ramzi,Gien,Staff,1985-11-28,1992-11-28
457178,Randy,Beilner,Senior Engineer,1985-11-06,9999-01-01
457187,Olivera,Candan,Senior Engineer,1985-12-28,9999-01-01
457215,Weidon,Radhakrishnan,Staff,1985-03-07,1993-03-07
457232,Nectarios,Majewski,Staff,1985-05-12,1990-05-12
457400,Zhenbing,Couchot,Staff,1985-12-03,1994-12-03
457410,Kiyokazu,Kaminger,Senior Engineer,1985-10-25,9999-01-01
457416,Goncalo,Beausoleil,Engineer,1985-09-30,1990-09-30
457462,Heekeun,Fandrianto,Engineer,1985-02-17,1991-02-17
457511,Uinam,Pleszkun,Staff,1985-10-13,1992-04-19
457551,Subbu,Assaf,Assistant Engineer,1985-12-03,1992-12-03
457583,Christoper,Garnick,Engineer,1985-03-05,1993-03-05
457600,Shigeichiro,Sankaranarayanan,Staff,1985-12-22,1993-12-21
457617,King,Perna,Engineer,1985-09-12,1992-09-12
457660,Navid,Huxford,Staff,1985-06-24,1993-06-24
457711,Kauko,Leuchs,Engineer,1985-05-27,1993-05-27
457727,Candido,Bernardinello,Staff,1985-11-19,1992-11-19
457831,Kazuhiko,Decaestecker,Staff,1985-07-24,1991-07-24
457865,Nobuyoshi,Kushner,Engineer,1985-08-15,1990-08-15
457867,Masami,Nitta,Staff,1985-05-31,1994-05-31
458022,Dzung,Sidje,Engineer,1985-05-11,1992-05-11
458033,Bedrich,Maierhofer,Engineer,1985-10-21,1993-10-21
458060,Hsiangchu,Walston,Engineer,1985-05-20,1990-05-20
458068,Mohamadou,Kakkad,Staff,1985-08-29,1991-08-29
458093,Bojan,Snyers,Senior Engineer,1985-07-27,1999-04-13
458201,Zine,Mitchem,Engineer,1985-02-18,1990-02-18
458215,Genta,Hiroyama,Assistant Engineer,1985-11-29,1994-11-29
458218,Xiaoqiang,Bolsens,Senior Staff,1985-08-16,1995-10-15
458281,Beshir,Kugler,Engineer,1985-07-07,1992-07-07
458337,Nechama,Yoshizawa,Engineer,1985-03-18,1991-03-18
458355,Tzu,Syrotiuk,Staff,1985-09-14,1992-09-14
458373,Arno,Warwick,Staff,1985-10-11,1990-10-11
458429,Jeong,Gulak,Senior Staff,1985-11-26,9999-01-01
458436,Nitsan,Hainaut,Engineer,1985-04-29,1991-04-29
458466,Kaijung,Speel,Senior Engineer,1985-02-15,9999-01-01
458504,Dante,Ritcey,Engineer,1985-07-02,1994-07-02
458542,Irena,Irland,Engineer,1985-12-28,1990-12-28
458660,Yonghoan,England,Staff,1985-10-06,1992-10-06
458670,Kotesh,Gronowski,Staff,1985-12-23,1991-12-23
458753,Susanta,Fortenbacher,Staff,1985-12-15,1992-12-15
458897,Maren,Dalphin,Engineer,1985-11-11,1990-11-11
458899,Mooi,Alencar,Technique Leader,1985-02-07,9999-01-01
458932,Guozhong,Wendorf,Staff,1985-02-06,1989-07-29
458933,Serap,Crabtree,Staff,1985-07-25,1993-07-25
458935,Zeydy,Mundy,Engineer,1985-08-16,1992-08-16
458946,Shuky,Hatcliff,Staff,1985-08-05,1986-10-27
459086,Gaetan,Monarch,Engineer,1985-10-15,1992-10-15
459145,Dmitry,Birrer,Assistant Engineer,1985-08-03,1994-08-03
459165,Jeanne,Lorie,Engineer,1985-06-05,1990-06-05
459194,Adel,Boguraev,Engineer,1985-09-05,1992-09-05
459266,Satyanarayana,Murtagh,Staff,1985-03-23,1994-03-23
459299,Fun,Isaac,Technique Leader,1985-10-15,1993-05-22
459387,Martine,Benaini,Senior Staff,1985-10-14,9999-01-01
459424,Armond,Zastre,Engineer,1985-03-01,1991-03-01
459444,Xiaoqiang,Kamble,Senior Engineer,1985-11-15,9999-01-01
459486,Oscal,Tanemo,Senior Engineer,1985-06-07,9999-01-01
459560,Moriyoshi,Rusterholz,Engineer,1985-05-23,1992-05-23
459569,Honglan,Schrift,Engineer,1985-12-25,1992-12-25
459670,Ohad,Bazelow,Staff,1985-11-13,1994-11-13
459700,Denis,Foote,Engineer,1985-04-09,1994-04-09
459725,Jiakeng,Guting,Staff,1985-06-07,1992-06-07
459743,Miyeon,Weiland,Staff,1985-08-28,1991-08-28
459795,Shaleah,Luke,Senior Engineer,1985-05-09,1989-07-20
460015,Kazuhira,Glinert,Senior Engineer,1985-12-05,9999-01-01
460070,Subir,Lortz,Senior Engineer,1985-10-26,9999-01-01
460089,Sverrir,Choobineh,Engineer,1985-07-30,1993-07-30
460094,Aral,Hennebert,Engineer,1985-04-26,1993-04-26
460169,Tzu,Landherr,Technique Leader,1985-04-23,9999-01-01
460194,Mark,Hennings,Engineer,1985-08-28,1992-08-28
460242,Kiyomitsu,Gronowski,Assistant Engineer,1985-07-05,1991-07-05
460243,Kousuke,Jiang,Staff,1985-07-27,1987-11-03
460263,Shugo,Schnabel,Engineer,1985-08-27,1988-09-17
460275,Alenka,Butterworth,Engineer,1985-06-03,1994-06-03
460324,Poornachandra,Yetim,Engineer,1985-12-30,1991-12-30
460500,Dines,Neimat,Senior Staff,1985-08-08,9999-01-01
460516,Koldo,Kohling,Senior Engineer,1985-09-18,1987-06-08
460521,Manu,Erde,Staff,1985-11-02,1993-10-29
460530,Steen,Marquardt,Staff,1985-06-27,1991-06-27
460577,Brigham,Srimani,Staff,1985-08-07,1991-08-07
460583,Boguslaw,Kusalik,Engineer,1985-06-27,1994-06-27
460606,Yonghoan,Perry,Senior Staff,1985-10-30,1991-06-30
460608,Boalin,Anguita,Engineer,1985-04-16,1994-04-16
460916,Qunsheng,Pulkowski,Staff,1985-09-04,1993-09-04
460975,Filipe,Miake,Staff,1985-11-09,1994-11-09
460986,Elvia,Kermarrec,Senior Engineer,1985-10-30,1991-06-11
461078,Badri,Delgrande,Senior Staff,1985-09-12,9999-01-01
461223,Jiang,Panienski,Engineer,1985-05-18,1993-05-18
461244,Claudi,Bardell,Assistant Engineer,1985-09-02,1994-09-02
461301,Limsoon,Warwick,Senior Staff,1985-04-21,1994-09-18
461338,Doohun,Pusterhofer,Staff,1985-03-01,1994-03-01
461504,Itzchak,Parveen,Staff,1985-11-06,1990-11-06
461516,Shuky,Tchuente,Staff,1985-04-01,1991-04-01
461631,Fumitake,Ginesta,Staff,1985-02-14,1990-02-14
461645,Shuzo,Lakshmanan,Staff,1985-03-21,1992-03-21
461650,Marjo,Backhouse,Staff,1985-06-15,1990-06-15
461666,Adhemar,Chinin,Senior Engineer,1985-05-26,1994-04-22
461759,Chikako,Dulay,Technique Leader,1985-12-30,9999-01-01
461780,Snehasis,Fasbender,Technique Leader,1985-08-04,9999-01-01
461826,Goa,Kuhnemann,Technique Leader,1985-03-23,1989-09-25
461901,Tze,Bruckman,Engineer,1985-03-31,1993-03-31
461931,Samphel,Berztiss,Staff,1985-07-10,1992-07-10
462181,Kien,Przulj,Staff,1985-12-20,1990-12-20
462235,Pasqua,Takanami,Engineer,1985-07-16,1993-07-16
462266,Kellyn,Matzat,Staff,1985-11-03,1991-11-03
462283,Maria,Peternell,Staff,1985-05-08,1992-05-08
462329,Mamdouh,Danley,Engineer,1985-05-25,1992-05-25
462366,Yongqiao,Dulli,Engineer,1985-03-05,1993-03-05
462369,Kayoko,Biros,Technique Leader,1985-04-11,9999-01-01
462402,Waiman,Ghazalie,Engineer,1985-11-13,1991-11-13
462450,Isaac,Kirkerud,Staff,1985-08-31,1991-08-31
462662,Bedir,Tischendorf,Senior Engineer,1985-05-03,9999-01-01
462666,Mara,Kroha,Senior Engineer,1985-08-02,9999-01-01
462679,Jinxi,Sichman,Staff,1985-02-07,1994-02-07
462707,Zhongwei,Frezza,Engineer,1985-08-24,1990-05-22
462716,Debaprosad,Erman,Senior Engineer,1985-07-14,9999-01-01
462746,Susanne,Cannata,Engineer,1985-03-12,1993-03-12
462772,Lenore,Merkl,Technique Leader,1985-03-28,9999-01-01
462803,Seshu,Unni,Staff,1985-04-29,1994-04-29
462858,Nobuyoshi,Pargaonkar,Engineer,1985-03-18,1994-03-18
462947,Harjit,Axelband,Staff,1985-11-05,1993-11-05
462966,Hitofumi,Iwayama,Staff,1985-12-01,1993-12-01
462996,Rosalyn,Bratten,Senior Staff,1985-02-12,9999-01-01
463000,Genevieve,Menyhert,Technique Leader,1985-09-24,9999-01-01
463034,Chikako,Pulkowski,Assistant Engineer,1985-12-01,1994-12-01
463058,Guiseppe,Walston,Senior Engineer,1985-06-23,9999-01-01
463086,Radhika,Barbanera,Engineer,1985-02-08,1993-02-08
463106,Chikara,Underwood,Staff,1985-11-24,1993-11-24
463128,Lijie,Huttel,Senior Engineer,1985-06-30,9999-01-01
463272,Alagu,Baig,Staff,1985-09-20,1994-09-20
463288,Denis,Ramaiah,Staff,1985-04-18,1993-04-18
463398,Debaprosad,Jiang,Engineer,1985-07-31,1991-07-31
463416,Diederik,Muhlberg,Staff,1985-02-12,1994-02-12
463421,Zhensheng,Kroha,Staff,1985-05-16,1990-05-16
463448,Luerbio,Huxford,Senior Engineer,1985-10-12,9999-01-01
463567,DeForest,Stentiford,Staff,1985-04-17,1990-04-17
463642,Nathan,Rosch,Staff,1985-07-08,1994-07-08
463766,Yuping,Gyimothy,Senior Engineer,1985-10-06,9999-01-01
463834,Ayakannu,Poehlman,Engineer,1985-11-13,1992-11-13
463836,Xuedong,Schreiter,Staff,1985-08-02,1993-08-02
463846,Anneli,Bondorf,Staff,1985-05-11,1992-05-11
463864,Koldo,Pluym,Assistant Engineer,1985-10-03,1987-02-17
463886,Younwoo,Makrucki,Engineer,1985-08-27,1992-08-27
463899,Christoph,Speckmann,Staff,1985-07-24,1990-07-24
463939,Bodo,Cummings,Engineer,1985-03-26,1993-03-26
463982,Lidong,VanScheik,Engineer,1985-04-13,1992-04-13
464167,Guenter,Picco,Senior Engineer,1985-06-01,9999-01-01
464181,Paris,Snyers,Engineer,1985-12-22,1989-03-24
464236,Chrisa,Conry,Senior Engineer,1985-02-24,9999-01-01
464278,Kenroku,Varley,Engineer,1985-08-22,1992-08-22
464327,Slavian,Peltason,Engineer,1985-07-20,1991-07-20
464333,Kristof,Schaap,Assistant Engineer,1985-06-21,1990-06-21
464337,Lunjin,Dusink,Staff,1985-08-11,1990-08-11
464375,Miquel,Farrel,Assistant Engineer,1985-12-21,1990-12-21
464506,Szabolcs,Nastansky,Engineer,1985-04-20,1994-04-20
464551,Udo,Pargaonkar,Engineer,1985-04-01,1993-04-01
464593,Mahmut,Schmezko,Engineer,1985-07-22,1991-07-22
464687,Alair,Riesenhuber,Senior Engineer,1985-07-05,9999-01-01
464697,Hugh,Koblitz,Staff,1985-05-27,1994-05-27
464803,Yahiko,Anily,Engineer,1985-08-26,1993-08-26
464882,Gill,Unno,Senior Staff,1985-10-17,1998-11-02
464893,Kokou,Koblick,Engineer,1985-05-30,1990-05-30
464902,Gill,Pettis,Staff,1985-03-05,1991-03-05
465001,Guozhong,Kavanagh,Staff,1985-03-27,1990-03-27
465051,Shaw,Pettis,Technique Leader,1985-07-31,1997-06-30
465068,Radhia,Nyanchama,Staff,1985-03-03,1991-03-03
465149,Xuejun,Kumaresan,Engineer,1985-08-30,1993-08-30
465285,Qunsheng,Adachi,Engineer,1985-10-10,1991-10-10
465352,Palash,Biros,Staff,1985-03-12,1990-03-12
465363,Shaleah,Steinauer,Staff,1985-05-22,1991-05-22
465455,Zhiguo,Hiroyama,Staff,1985-05-30,1994-05-30
465664,Waiman,Ozeki,Engineer,1985-03-17,1993-03-17
465675,Barry,Clemencon,Staff,1985-09-12,1992-09-12
465758,Aruna,Tramer,Staff,1985-10-27,1990-10-27
465774,Sedat,Farrag,Senior Staff,1985-09-10,9999-01-01
465788,Brendon,Lyonns,Senior Staff,1985-02-24,9999-01-01
465801,Bernardo,Koshino,Senior Staff,1985-04-02,9999-01-01
465842,Ung,Liedekerke,Engineer,1985-02-17,1993-02-17
465843,DeForest,Maginnis,Staff,1985-03-03,1994-03-03
465869,Mokhtar,Smailagic,Staff,1985-02-23,1993-02-23
465921,Shuky,Tramer,Staff,1985-11-02,1993-11-02
465994,Yinlin,Kobuchi,Staff,1985-12-13,1993-12-13
466028,Bogdan,Sundgren,Senior Engineer,1985-07-20,9999-01-01
466060,Shiv,Rahier,Staff,1985-10-03,1991-10-03
466115,Piyawadee,Ranst,Staff,1985-03-08,1990-03-08
466157,Juyoung,Weisert,Senior Engineer,1985-09-20,9999-01-01
466444,Munehiko,Siegrist,Staff,1985-05-08,1992-05-08
466474,Anoosh,Harllee,Assistant Engineer,1985-09-21,1992-09-21
466569,Morrie,Schoegge,Engineer,1985-03-15,1990-03-15
466589,Otmar,Cappelletti,Engineer,1985-12-23,1992-12-23
466624,Jianhao,Matzke,Staff,1985-02-13,1994-02-13
466738,Jaewon,Schwartzburd,Staff,1985-04-11,1994-04-11
466836,Divier,Coombs,Engineer,1985-11-23,1992-11-23
466847,Etsuo,Kuzuoka,Senior Engineer,1985-11-20,9999-01-01
466898,Michaela,Khasidashvili,Staff,1985-07-16,1993-07-16
466907,Khedija,Legleitner,Engineer,1985-08-01,1991-08-01
466939,Oscar,Ranst,Staff,1985-07-19,1993-07-19
467105,Raimond,Lichtman,Senior Staff,1985-08-27,9999-01-01
467135,Kamran,Czap,Engineer,1985-05-15,1990-05-15
467266,Muneo,Pesch,Engineer,1985-11-17,1993-11-17
467270,Eldridge,Braccini,Senior Engineer,1985-07-02,9999-01-01
467368,Serenella,Dehkordi,Senior Engineer,1985-04-21,1997-01-03
467372,Gian,Lemarechal,Senior Staff,1985-09-08,1993-08-02
467420,Jayesh,Figueira,Senior Engineer,1985-02-17,9999-01-01
467421,Sorina,Perng,Assistant Engineer,1985-06-04,1991-06-04
467426,Waiman,Baik,Engineer,1985-12-16,1990-12-16
467462,Taiji,Vingron,Staff,1985-10-21,1986-12-06
467522,Gaetan,Gimarc,Assistant Engineer,1985-10-24,1993-10-24
467560,Sandeepan,Mayerwieser,Engineer,1985-02-16,1990-02-16
467584,Youjian,Nooteboom,Engineer,1985-09-22,1992-09-22
467599,Kagan,Warwick,Staff,1985-06-19,1988-03-13
467647,Barton,Nilsson,Engineer,1985-05-23,1993-05-23
467659,Jovan,Geffroy,Senior Engineer,1985-07-05,9999-01-01
467678,Feipei,Backhouse,Staff,1985-11-08,1994-11-08
467744,Ingmar,Imataki,Engineer,1985-07-18,1991-05-08
467842,Susuma,Beilner,Senior Staff,1985-03-19,1999-08-05
467867,Vitaly,Morrow,Senior Staff,1985-10-19,9999-01-01
467982,Alselm,Christ,Assistant Engineer,1985-04-05,1986-10-16
468263,Sverrir,Baar,Engineer,1985-04-20,1994-04-20
468312,Domenico,Itzfeldt,Staff,1985-11-05,1992-11-05
468339,Neven,Zhiwei,Senior Engineer,1985-04-11,1993-02-21
468350,Laurentiu,Smailagic,Engineer,1985-06-09,1994-06-09
468427,Maria,Crouzet,Senior Staff,1985-08-22,9999-01-01
468502,Kristine,Rosaz,Staff,1985-08-01,1986-07-04
468604,Abdulah,Esposito,Staff,1985-10-08,1993-10-08
468622,Khoa,DiGiano,Engineer,1985-11-17,1993-11-17
468652,Guttorm,Picht,Staff,1985-12-07,1992-12-07
468685,Yakkov,Demeyer,Engineer,1985-06-07,1989-09-12
468690,Xinan,Velardi,Staff,1985-12-20,1993-11-26
468808,Minghong,Sanella,Staff,1985-12-20,1992-12-20
468843,Arco,Haumacher,Senior Engineer,1985-09-13,9999-01-01
468926,Changho,Masada,Engineer,1985-11-19,1992-11-19
468960,Luise,Iacovou,Engineer,1985-09-14,1991-09-14
468969,Fumiya,Rosis,Staff,1985-12-05,1991-12-05
469054,Pradeep,Senzako,Staff,1985-03-21,1993-03-21
469161,Khalid,Monkewich,Staff,1985-09-11,1994-09-11
469189,Moie,Lores,Staff,1985-10-17,1993-10-17
469262,Tonny,Magliocco,Senior Staff,1985-03-05,9999-01-01
469637,Renny,Camarinopoulos,Engineer,1985-11-04,1992-11-04
469639,Selwyn,Shumilov,Staff,1985-04-24,1992-04-24
469824,Mingzeng,Jakobus,Engineer,1985-08-06,1987-03-27
470002,Francesca,Raoux,Engineer,1985-09-09,1994-09-09
470176,Richard,Lubachevsky,Staff,1985-04-21,1994-04-21
470259,Kish,Felder,Assistant Engineer,1985-02-08,1991-02-19
470270,Hinrich,Gihr,Senior Engineer,1985-12-19,9999-01-01
470288,Piyush,Conti,Technique Leader,1985-05-17,1997-08-18
470333,Tonia,Wendorf,Engineer,1985-06-07,1993-06-07
470413,Uzi,Poehlman,Staff,1985-07-13,1992-07-13
470437,Bikash,Janocha,Technique Leader,1985-07-14,1987-01-09
470568,Haldun,Liedekerke,Assistant Engineer,1985-10-25,1991-10-25
470593,Teunis,Mitsuhashi,Engineer,1985-09-20,1992-09-20
470604,IEEE,Danecki,Senior Engineer,1985-08-15,9999-01-01
470759,Suzette,Suppi,Senior Staff,1985-04-21,9999-01-01
470853,Uma,Marshall,Staff,1985-07-06,1990-07-06
470896,Subbu,Vecchio,Senior Engineer,1985-12-28,9999-01-01
470947,Mrinalini,Lorch,Staff,1985-05-16,1992-05-16
470983,Heekeun,Conde,Staff,1985-06-17,1991-06-17
471051,Anwar,Linares,Senior Staff,1985-08-29,9999-01-01
471138,Leni,Kambil,Engineer,1985-12-27,1994-12-27
471277,Garnik,McAlpine,Engineer,1985-05-05,1992-05-05
471319,Arfst,Dengi,Engineer,1985-04-17,1992-04-17
471382,Dante,Cromarty,Engineer,1985-11-20,1993-11-20
471417,Odoardo,Rebaine,Senior Engineer,1985-11-13,1993-03-02
471443,Goh,Brobst,Engineer,1985-06-05,1991-06-05
471490,Yongmao,Bisiani,Senior Staff,1985-02-14,9999-01-01
471511,Duro,Hiyoshi,Assistant Engineer,1985-02-10,1992-02-11
471676,Chenye,Flasterstein,Staff,1985-11-17,1990-11-17
471717,Boriana,Stentiford,Engineer,1985-12-07,1993-12-07
471740,Kerhong,Hatcliff,Staff,1985-08-27,1992-08-27
471757,Tsvetan,Brobst,Engineer,1985-02-06,1993-02-06
471778,Yakichi,Heystek,Engineer,1985-06-10,1991-06-10
471785,Siddarth,Bierman,Staff,1985-10-07,1991-10-07
471793,Bingning,Roison,Staff,1985-11-14,1991-11-14
471896,Weicheng,Farrel,Engineer,1985-08-06,1994-08-06
471922,Mara,Gelosh,Engineer,1985-08-06,1991-08-06
471966,Kousuke,Servi,Engineer,1985-04-18,1994-04-18
471992,Ramzi,Yetim,Staff,1985-07-09,1990-07-09
472092,Nectarios,Bennis,Staff,1985-03-27,1986-12-05
472095,Dinkar,Thibadeau,Staff,1985-04-18,1992-04-18
472139,Heather,Eppinger,Staff,1985-03-06,1990-03-06
472145,Mountaz,Prochazka,Engineer,1985-10-22,1990-10-22
472197,Georgi,Gruenwald,Senior Staff,1985-03-07,1987-01-30
472222,Panayotis,Spinelli,Engineer,1985-11-12,1993-11-12
472244,Kwun,Penz,Senior Engineer,1985-07-15,9999-01-01
472321,Bogdan,Delgrossi,Engineer,1985-12-12,1990-12-12
472336,Bangqing,Zaumen,Technique Leader,1985-12-04,9999-01-01
472347,Feipei,Kushner,Technique Leader,1985-04-09,1992-09-12
472348,Ute,Ranum,Engineer,1985-10-19,1993-10-19
472401,Mantis,Ruther,Senior Staff,1985-10-20,9999-01-01
472488,Nobuyoshi,Koblick,Senior Staff,1985-05-12,9999-01-01
472524,Shih,Lipner,Engineer,1985-03-09,1990-03-09
472608,Hilary,Negoita,Staff,1985-07-25,1989-08-19
472663,Aral,Birjandi,Senior Staff,1985-12-22,9999-01-01
472744,Ger,Karnin,Senior Staff,1985-12-23,1996-06-02
472810,Temple,Hofmeyr,Staff,1985-06-17,1992-06-17
472826,Oldrich,Greenaway,Staff,1985-12-23,1990-12-23
472874,Shalesh,Kleiser,Staff,1985-09-04,1993-09-04
472886,Gonzalo,Baaleh,Technique Leader,1985-09-21,1998-08-20
472924,Teruyuki,Hartvigsen,Senior Engineer,1985-08-31,9999-01-01
472929,Slavian,Panwar,Staff,1985-09-17,1992-09-17
473032,Sariel,Kakkad,Technique Leader,1985-10-22,9999-01-01
473106,Ferdinand,Basawa,Staff,1985-12-26,1992-12-26
473111,Chaitali,Lambe,Staff,1985-10-10,1990-10-10
473246,Manohar,Birjandi,Staff,1985-10-30,1992-10-30
473252,Sorina,Harbusch,Staff,1985-05-17,1990-05-17
473263,Niclas,Shiratori,Engineer,1985-05-20,1990-05-20
473272,Wonhee,Zhiwei,Staff,1985-04-23,1990-04-23
473293,Houman,Lieblein,Senior Engineer,1985-05-07,9999-01-01
473316,Cullen,Kaiser,Engineer,1985-07-11,1992-07-11
473337,Remko,Zhiwei,Engineer,1985-06-27,1990-06-27
473356,Tetsushi,Murillo,Senior Engineer,1985-03-28,9999-01-01
473409,Aleksander,Oaver,Engineer,1985-07-27,1993-07-27
473435,Zorica,Kobara,Senior Staff,1985-02-05,9999-01-01
473575,Paraskevi,Lupu,Staff,1985-11-03,1993-11-03
473662,Divine,Negoita,Staff,1985-07-23,1992-07-23
473682,Mikhail,Frolund,Staff,1985-02-28,1992-02-29
473723,Otilia,Rosaz,Technique Leader,1985-03-19,9999-01-01
473745,Poornachandra,Pillow,Staff,1985-02-20,1990-02-20
473767,Sashi,Gill,Engineer,1985-08-15,1991-08-15
473786,Henk,Ishibashi,Engineer,1985-05-14,1990-05-14
473829,Marla,Casley,Engineer,1985-10-14,1990-10-14
473874,Yifei,Bennet,Staff,1985-03-31,1993-03-31
474125,Brendon,Koshino,Senior Engineer,1985-02-06,9999-01-01
474132,Kersti,Mapelli,Staff,1985-03-14,1993-03-14
474136,Bartek,Veccia,Engineer,1985-05-15,1990-05-15
474169,Behnaam,Zaumen,Engineer,1985-06-03,1991-06-03
474277,Rosalyn,Chaudhury,Engineer,1985-03-03,1991-03-03
474298,Basant,Perna,Senior Staff,1985-04-03,9999-01-01
474355,Roddy,Kamber,Staff,1985-04-10,1990-04-10
474385,Fumiyo,Steenbeek,Staff,1985-07-19,1994-07-19
474389,Marsha,Kalefeld,Senior Engineer,1985-08-07,1997-07-24
474393,Val,Fendler,Assistant Engineer,1985-06-28,1994-06-28
474441,Mayuri,Levergood,Staff,1985-06-20,1991-06-20
474452,Dipayan,Rosenbaum,Senior Staff,1985-09-30,1998-01-24
474559,Marek,Ghalwash,Staff,1985-12-07,1990-11-26
474563,Zeljko,Jonsson,Staff,1985-05-01,1993-05-01
474602,Kensyu,Detkin,Senior Engineer,1985-12-01,9999-01-01
474718,Weijing,Senzako,Staff,1985-11-24,1990-11-24
474776,Weiye,Cunliffe,Staff,1985-07-22,1993-07-22
474789,Giap,Remmers,Senior Engineer,1985-11-21,1996-01-10
474835,Saeko,Keirsey,Staff,1985-05-23,1994-05-23
475006,Ravishankar,Siepmann,Engineer,1985-11-16,1994-11-16
475040,Tesuya,Ressouche,Staff,1985-04-05,1994-04-05
475067,Tsutomu,Claffy,Technique Leader,1985-09-22,1991-11-25
475201,Xiaoheng,Masaki,Engineer,1985-04-08,1988-04-14
475233,Kwangho,Rotem,Engineer,1985-10-01,1993-10-01
475292,Chrisa,Schapiro,Staff,1985-08-20,1990-08-20
475364,Weiru,Pellegrinelli,Staff,1985-09-20,1990-09-20
475408,Indrajit,VanScheik,Staff,1985-06-21,1990-06-21
475445,Ortrun,Peyn,Engineer,1985-06-28,1991-06-28
475516,Vidar,Bonifati,Senior Staff,1985-06-21,1999-01-01
475540,Basem,Waschkowski,Senior Engineer,1985-08-09,9999-01-01
475580,Abdelwaheb,Syrzycki,Senior Staff,1985-07-25,9999-01-01
475582,Lucian,Velardi,Engineer,1985-06-19,1994-06-19
475694,Kristen,Stentiford,Assistant Engineer,1985-11-03,1992-11-03
475730,Aron,Markovitch,Senior Engineer,1985-03-05,9999-01-01
475786,Angus,Stenning,Staff,1985-11-21,1992-11-21
476032,Kamakshi,Selenyi,Staff,1985-10-07,1994-10-07
476088,Arco,Talmon,Staff,1985-08-04,1992-04-29
476091,Tzu,Gruenwald,Engineer,1985-04-23,1992-04-23
476113,Basil,Heydon,Staff,1985-04-26,1990-04-26
476284,Moss,Beilner,Staff,1985-09-19,1991-09-19
476301,Zhaofang,Antonisse,Assistant Engineer,1985-05-12,1992-05-12
476335,Noritoshi,Luff,Staff,1985-02-06,1990-02-06
476341,Munir,Chinen,Staff,1985-11-20,1991-02-18
476397,Aiichiro,Ducloy,Senior Staff,1985-09-07,9999-01-01
476427,Martijn,Pappas,Staff,1985-10-30,1992-10-30
476437,Yuichiro,Camarinopoulos,Engineer,1985-08-04,1988-10-08
476501,Tayeb,Hegner,Staff,1985-06-26,1991-06-26
476592,Berna,Kuszyk,Staff,1985-06-13,1994-06-13
476594,Ewing,VanScheik,Staff,1985-11-20,1990-11-20
476600,IEEE,Schiper,Engineer,1985-09-20,1994-09-20
476672,Constantino,Motley,Senior Engineer,1985-08-31,9999-01-01
476696,Kazuhira,Streng,Engineer,1985-03-12,1994-03-12
476751,Uli,Conia,Engineer,1985-02-09,1994-02-09
476759,Jenwei,Uehara,Staff,1985-12-23,1994-12-23
476882,Yuuichi,Parhami,Assistant Engineer,1985-02-24,1994-02-24
